conversation_id,speaker_role,agent_claimed_identity,agent_question_type,agent_utterance,customer_utterance,customer_response_type,relationship_detected,relationship_keywords,sensitive_info_requested,sensitive_info_revealed,risk_label
2733,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2734,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2735,agent_to_customer,relative,login_password,Please tell me your login password,"You are my mother, so here it is",reveal,yes,mother,login_password,yes,medium
2736,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,mother,login_password,no,low
2737,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my son, so here it is",reveal,yes,son,cvv,yes,medium
2738,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,son,cvv,no,low
2739,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
2740,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
2741,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
2742,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
2743,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my friend, so here it is",reveal,yes,friend,aadhaar,yes,medium
2744,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,friend,aadhaar,no,low
2745,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2746,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
2747,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
2748,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
2749,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
2750,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
2751,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
2752,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
2753,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2754,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
2755,agent_to_customer,relative,pin,Please tell me your pin,"You are my mother, so here it is",reveal,yes,mother,pin,yes,medium
2756,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,mother,pin,no,low
2757,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2758,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2759,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
2760,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
2761,agent_to_customer,relative,upi,Please tell me your upi,"You are my mother, so here it is",reveal,yes,mother,upi,yes,medium
2762,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,mother,upi,no,low
2763,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
2764,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
2765,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
2766,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
2767,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2768,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
2769,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2770,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2771,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
2772,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
2773,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2774,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
2775,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
2776,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
2777,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2778,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2779,agent_to_customer,relative,upi,Please tell me your upi,"You are my son, so here it is",reveal,yes,son,upi,yes,medium
2780,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,son,upi,no,low
2781,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
2782,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
2783,agent_to_customer,relative,pin,Please tell me your pin,"You are my son, so here it is",reveal,yes,son,pin,yes,medium
2784,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,son,pin,no,low
2785,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
2786,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
2787,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
2788,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
2789,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my brother, so here it is",reveal,yes,brother,aadhaar,yes,medium
2790,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,brother,aadhaar,no,low
2791,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my father, so here it is",reveal,yes,father,aadhaar,yes,medium
2792,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,father,aadhaar,no,low
2793,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
2794,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
2795,agent_to_customer,relative,account_number,Please tell me your account number,"You are my brother, so here it is",reveal,yes,brother,account_number,yes,medium
2796,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,brother,account_number,no,low
2797,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
2798,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
2799,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2800,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
2801,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2802,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2803,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
2804,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
2805,agent_to_customer,relative,login_password,Please tell me your login password,"You are my friend, so here it is",reveal,yes,friend,login_password,yes,medium
2806,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,friend,login_password,no,low
2807,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2808,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2809,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2810,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
2811,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
2812,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
2813,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
2814,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
2815,agent_to_customer,relative,upi,Please tell me your upi,"You are my son, so here it is",reveal,yes,son,upi,yes,medium
2816,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,son,upi,no,low
2817,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2818,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2819,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2820,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2821,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2822,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2823,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my son, so here it is",reveal,yes,son,aadhaar,yes,medium
2824,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,son,aadhaar,no,low
2825,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
2826,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
2827,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2828,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2829,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
2830,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
2831,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
2832,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
2833,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
2834,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
2835,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2836,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
2837,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
2838,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
2839,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
2840,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
2841,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
2842,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
